Date,Open,High,Low,Close,Adj Close,Volume
2017-07-21,32035.880859,32062.230469,31808.929688,32028.890625,32028.890625,18000
2017-07-24,32100.220703,32320.859375,32058.330078,32245.869141,32245.869141,11500
2017-07-25,32350.710938,32374.300781,32196.859375,32228.269531,32228.269531,14100
2017-07-26,32255.990234,32413.630859,32226.080078,32382.460938,32382.460938,12400
2017-07-27,32519.439453,32672.660156,32325.330078,32383.300781,32383.300781,10900
2017-07-28,32381.359375,32381.359375,32104.660156,32309.880859,32309.880859,11300
2017-07-31,32412.199219,32546.500000,32324.449219,32514.939453,32514.939453,13100
2017-08-01,32579.800781,32632.019531,32462.250000,32575.169922,32575.169922,9000
2017-08-02,32641.580078,32686.480469,32394.890625,32476.740234,32476.740234,10500
2017-08-03,32502.550781,32502.550781,32194.580078,32237.880859,32237.880859,12600
2017-08-04,32191.119141,32352.189453,32107.990234,32325.410156,32325.410156,11300
2017-08-07,32377.800781,32396.140625,32235.820313,32273.669922,32273.669922,10400
2017-08-08,32341.050781,32354.769531,31915.199219,32014.189453,32014.189453,9400
2017-08-09,31926.140625,31967.279297,31731.910156,31797.839844,31797.839844,9300
2017-08-10,31750.730469,31756.269531,31422.800781,31531.330078,31531.330078,13000
2017-08-11,31355.919922,31379.199219,31128.019531,31213.589844,31213.589844,15200
2017-08-14,31299.519531,31526.400391,31298.900391,31449.029297,31449.029297,9700
2017-08-16,31566.240234,31805.990234,31399.349609,31770.890625,31770.890625,12500
2017-08-17,31919.169922,31937.509766,31714.099609,31795.460938,31795.460938,8500
2017-08-18,31729.880859,31729.880859,31349.130859,31524.679688,31524.679688,16400
2017-08-21,31609.929688,31641.810547,31220.529297,31258.849609,31258.849609,23600
2017-08-22,31393.929688,31484.279297,31241.500000,31291.849609,31291.849609,10800
2017-08-23,31407.470703,31593.390625,31379.250000,31568.009766,31568.009766,10000
2017-08-24,31673.439453,31678.189453,31546.050781,31596.060547,31596.060547,8900
2017-08-28,31756.869141,31809.699219,31701.669922,31750.820313,31750.820313,10100
2017-08-29,31724.839844,31739.800781,31360.810547,31388.390625,31388.390625,6800
2017-08-30,31534.570313,31727.980469,31533.019531,31646.460938,31646.460938,5400
2017-08-31,31685.439453,31757.179688,31551.849609,31730.490234,31730.490234,17900
2017-09-01,31769.339844,31944.099609,31707.269531,31892.230469,31892.230469,6600
2017-09-04,31932.199219,31932.199219,31560.320313,31702.250000,31702.250000,7600
2017-09-05,31755.160156,31863.470703,31674.230469,31809.550781,31809.550781,8000
2017-09-06,31713.500000,31727.849609,31586.529297,31661.970703,31661.970703,7400
2017-09-07,31738.740234,31814.960938,31620.439453,31662.740234,31662.740234,10200
2017-09-08,31694.150391,31763.699219,31619.000000,31687.519531,31687.519531,7800
2017-09-11,31798.310547,31952.869141,31797.890625,31882.160156,31882.160156,8700
2017-09-12,32029.150391,32172.460938,31950.240234,32158.660156,32158.660156,7000
2017-09-13,32188.949219,32348.300781,32126.769531,32186.410156,32186.410156,8900
2017-09-14,32289.259766,32328.609375,32186.839844,32241.929688,32241.929688,9100
2017-09-15,32207.630859,32356.109375,32138.380859,32272.609375,32272.609375,8900
2017-09-18,32361.369141,32508.060547,32361.250000,32423.759766,32423.759766,9500
2017-09-19,32522.439453,32524.109375,32358.630859,32402.369141,32402.369141,57400
2017-09-20,32467.099609,32499.880859,32383.820313,32400.509766,32400.509766,10500
2017-09-21,32406.419922,32462.609375,32164.419922,32370.039063,32370.039063,8700
2017-09-22,32339.500000,32342.810547,31886.089844,31922.439453,31922.439453,9600
2017-09-25,31986.400391,32016.519531,31474.560547,31626.630859,31626.630859,12200
2017-09-26,31685.810547,31693.589844,31455.650391,31599.759766,31599.759766,10000
2017-09-27,31785.240234,31797.460938,31100.800781,31159.810547,31159.810547,9800
2017-09-28,31216.359375,31340.910156,31081.830078,31282.480469,31282.480469,8300
2017-09-29,31367.250000,31523.869141,31243.710938,31283.720703,31283.720703,7700
2017-10-03,31537.810547,31615.279297,31440.480469,31497.380859,31497.380859,7100
2017-10-04,31522.169922,31752.160156,31457.779297,31671.710938,31671.710938,5900
2017-10-05,31725.849609,31772.410156,31562.250000,31592.029297,31592.029297,5900
2017-10-06,31633.339844,31844.279297,31632.810547,31814.220703,31814.220703,8300
2017-10-09,31862.199219,31935.630859,31781.750000,31846.890625,31846.890625,5800
2017-10-10,31910.820313,31994.769531,31896.900391,31924.410156,31924.410156,7200
2017-10-11,31975.589844,32098.460938,31769.400391,31833.990234,31833.990234,8600
2017-10-12,31887.470703,32209.029297,31813.669922,32182.220703,32182.220703,7800
2017-10-13,32247.740234,32508.589844,32247.740234,32432.689453,32432.689453,15500
2017-10-16,32488.230469,32687.320313,32445.429688,32633.640625,32633.640625,9200
2017-10-17,32654.410156,32699.859375,32556.740234,32609.160156,32609.160156,5500
2017-10-18,32518.560547,32670.320313,32462.849609,32584.349609,32584.349609,14100
2017-10-19,32656.750000,32663.060547,32319.369141,32389.960938,32389.960938,2500
2017-10-23,32411.859375,32614.890625,32312.740234,32506.720703,32506.720703,8400
2017-10-24,32619.259766,32670.369141,32502.080078,32607.339844,32607.339844,8400
2017-10-25,32995.281250,33117.328125,32804.601563,33042.500000,33042.500000,29900
2017-10-26,33025.171875,33196.171875,32835.058594,33147.128906,33147.128906,15500
2017-10-27,33228.320313,33286.511719,33109.410156,33157.218750,33157.218750,18300
2017-10-30,33260.101563,33340.171875,33206.929688,33266.160156,33266.160156,14000
2017-10-31,33254.929688,33294.300781,33164.281250,33213.128906,33213.128906,11500
2017-11-01,33344.230469,33651.519531,33340.621094,33600.269531,33600.269531,14200
2017-11-02,33615.839844,33657.570313,33527.000000,33573.218750,33573.218750,12400
2017-11-03,33667.339844,33733.710938,33531.941406,33685.558594,33685.558594,199700
2017-11-06,33710.148438,33848.421875,33582.378906,33731.191406,33731.191406,13100
2017-11-07,33781.011719,33865.949219,33341.820313,33370.761719,33370.761719,16300
2017-11-08,33417.351563,33484.699219,33157.679688,33218.808594,33218.808594,283000
2017-11-09,33376.621094,33463.800781,33111.539063,33250.929688,33250.929688,14100
2017-11-10,33235.750000,33380.421875,33108.089844,33314.558594,33314.558594,21200
2017-11-13,33397.410156,33417.300781,32999.980469,33033.558594,33033.558594,18200
2017-11-14,32990.031250,33126.550781,32907.109375,32941.871094,32941.871094,12000
2017-11-15,32944.941406,32944.941406,32683.589844,32760.439453,32760.439453,11300
2017-11-16,32829.820313,33165.148438,32829.820313,33106.820313,33106.820313,9600
2017-11-17,33388.468750,33520.820313,33278.910156,33342.800781,33342.800781,11300
2017-11-20,33365.839844,33449.531250,33288.210938,33359.898438,33359.898438,7900
2017-11-21,33438.281250,33625.050781,33437.609375,33478.351563,33478.351563,14800
2017-11-22,33569.070313,33654.531250,33465.230469,33561.550781,33561.550781,13100
2017-11-23,33575.910156,33670.191406,33468.300781,33588.078125,33588.078125,7100
2017-11-24,33670.000000,33738.531250,33639.980469,33679.238281,33679.238281,7800
2017-11-27,33640.511719,33745.171875,33540.460938,33724.441406,33724.441406,8900
2017-11-28,33726.648438,33770.148438,33576.648438,33618.589844,33618.589844,8100
2017-11-29,33664.269531,33728.808594,33553.121094,33602.761719,33602.761719,6600
2017-11-30,33542.500000,33576.199219,33108.718750,33149.351563,33149.351563,7400
2017-12-01,33247.660156,33300.808594,32797.781250,32832.941406,32832.941406,9200
2017-12-04,32968.019531,33008.468750,32785.761719,32869.718750,32869.718750,9600
2017-12-05,32814.031250,32893.050781,32682.519531,32802.441406,32802.441406,8600
2017-12-06,32798.500000,32804.750000,32565.160156,32597.179688,32597.179688,9600
2017-12-07,32615.050781,32992.449219,32598.119141,32949.210938,32949.210938,9500
2017-12-08,33034.199219,33285.679688,33034.199219,33250.300781,33250.300781,14200
2017-12-11,33317.718750,33535.968750,33313.171875,33455.789063,33455.789063,12000
2017-12-12,33426.589844,33458.410156,33179.750000,33227.988281,33227.988281,8200
2017-12-13,33229.730469,33404.261719,32988.820313,33053.039063,33053.039063,24500
2017-12-14,33114.691406,33321.519531,32886.929688,33246.699219,33246.699219,11200
2017-12-15,33456.019531,33621.960938,33405.820313,33462.968750,33462.968750,24200
2017-12-18,33364.519531,33801.898438,32595.630859,33601.679688,33601.679688,21100
2017-12-19,33732.078125,33862.070313,33666.621094,33836.738281,33836.738281,20600
2017-12-20,33928.589844,33956.308594,33754.941406,33777.378906,33777.378906,7100
2017-12-21,33826.250000,33860.988281,33707.800781,33756.281250,33756.281250,9900
2017-12-22,33768.468750,33964.281250,33767.730469,33940.300781,33940.300781,7800
2017-12-26,33980.761719,34061.878906,33889.750000,34010.609375,34010.609375,12900
2017-12-27,34087.320313,34137.968750,33839.511719,33911.808594,33911.808594,10900
2017-12-28,33928.859375,34023.648438,33752.031250,33848.031250,33848.031250,9500
2017-12-29,33889.390625,34086.050781,33889.390625,34056.828125,34056.828125,12100
2018-01-01,34059.988281,34101.128906,33766.148438,33812.750000,33812.750000,7500
2018-01-02,33913.550781,33964.140625,33703.371094,33812.261719,33812.261719,10600
2018-01-03,33929.609375,33998.371094,33765.429688,33793.378906,33793.378906,9000
2018-01-04,33912.488281,33995.398438,33802.128906,33969.640625,33969.640625,10500
2018-01-05,34021.269531,34188.851563,34020.839844,34153.851563,34153.851563,14700
2018-01-08,34216.328125,34385.671875,34216.328125,34352.789063,34352.789063,13500
2018-01-09,34431.609375,34488.031250,34343.410156,34443.191406,34443.191406,11200
2018-01-10,34538.781250,34565.628906,34311.628906,34433.070313,34433.070313,8500
2018-01-11,34471.480469,34558.878906,34400.609375,34503.488281,34503.488281,8100
2018-01-12,34578.988281,34638.421875,34342.160156,34592.390625,34592.390625,7800
2018-01-15,34687.210938,34963.691406,34687.210938,34843.511719,34843.511719,14600
2018-01-16,34877.710938,34936.031250,34735.550781,34771.050781,34771.050781,53600
2018-01-17,34753.800781,35118.609375,34700.820313,35081.820313,35081.820313,35000
2018-01-18,35366.449219,35507.359375,35166.441406,35260.289063,35260.289063,15700
2018-01-19,35339.109375,35542.171875,35221.160156,35511.578125,35511.578125,35200
2018-01-22,35613.968750,35827.699219,35544.679688,35798.011719,35798.011719,13700
2018-01-23,35868.191406,36170.828125,35863.980469,36139.980469,36139.980469,27000
2018-01-24,36161.621094,36268.191406,36036.511719,36161.640625,36161.640625,25200
2018-01-25,36208.390625,36247.019531,35823.351563,36050.441406,36050.441406,15100
2018-01-29,36106.359375,36443.980469,36093.359375,36283.250000,36283.250000,16900
2018-01-30,36277.121094,36291.820313,35993.410156,36033.730469,36033.730469,18100
2018-01-31,35951.640625,36050.691406,35818.410156,35965.019531,35965.019531,11000
2018-02-01,36048.988281,36256.828125,35501.738281,35906.660156,35906.660156,25200
2018-02-02,35707.601563,35738.128906,35006.410156,35066.750000,35066.750000,18000
2018-02-05,34718.851563,34874.171875,34520.800781,34757.160156,34757.160156,23500
2018-02-06,33753.781250,34521.011719,33482.808594,34195.941406,34195.941406,22900
2018-02-07,34563.300781,34666.328125,34008.421875,34082.710938,34082.710938,13100
2018-02-08,34208.109375,34634.351563,34108.761719,34413.160156,34413.160156,35700
2018-02-09,34002.449219,34070.730469,33849.648438,34005.761719,34005.761719,15200
2018-02-12,34203.339844,34351.339844,34115.121094,34300.468750,34300.468750,15500
2018-02-14,34436.980469,34473.429688,34028.679688,34155.949219,34155.949219,21100
2018-02-15,34207.570313,34535.078125,34186.011719,34297.468750,34297.468750,13000
2018-02-16,34411.238281,34508.238281,33957.328125,34010.761719,34010.761719,18000
2018-02-19,34053.949219,34122.960938,33554.371094,33774.660156,33774.660156,18000
2018-02-20,33913.941406,33960.949219,33657.890625,33703.589844,33703.589844,19200
2018-02-21,33813.828125,33911.359375,33702.500000,33844.859375,33844.859375,17700
2018-02-22,33817.089844,33868.738281,33691.421875,33819.500000,33819.500000,11800
2018-02-23,33832.000000,34167.601563,33832.000000,34142.148438,34142.148438,21600
2018-02-26,34225.718750,34483.390625,34225.718750,34445.750000,34445.750000,8400
2018-02-27,34558.558594,34610.789063,34314.871094,34346.390625,34346.390625,12700
2018-02-28,34155.628906,34302.738281,34076.449219,34184.039063,34184.039063,12000
2018-03-01,34141.218750,34278.628906,34015.789063,34046.941406,34046.941406,11300
2018-03-05,34034.281250,34034.281250,33653.410156,33746.781250,33746.781250,16900
2018-03-06,34047.429688,34060.128906,33209.761719,33317.199219,33317.199219,11800
2018-03-07,33279.390625,33331.210938,32991.140625,33033.089844,33033.089844,10700
2018-03-08,33244.519531,33439.968750,33037.480469,33351.570313,33351.570313,15500
2018-03-09,33465.050781,33519.488281,33256.421875,33307.140625,33307.140625,8200
2018-03-12,33468.160156,33962.480469,33468.160156,33917.941406,33917.941406,12200
2018-03-13,33818.218750,34077.320313,33722.960938,33856.781250,33856.781250,14300
2018-03-14,33733.550781,33875.148438,33580.691406,33835.738281,33835.738281,9300
2018-03-15,33843.468750,33866.281250,33637.281250,33685.539063,33685.539063,17300
2018-03-16,33685.859375,33691.320313,33119.921875,33176.000000,33176.000000,12700
2018-03-19,33268.968750,33275.789063,32856.539063,32923.121094,32923.121094,9800
2018-03-20,32876.480469,33102.738281,32810.859375,32996.761719,32996.761719,14600
2018-03-21,33090.820313,33354.929688,33070.531250,33136.179688,33136.179688,10100
2018-03-22,33206.988281,33281.769531,32963.308594,33006.269531,33006.269531,12900
2018-03-23,32650.890625,32720.029297,32483.839844,32596.539063,32596.539063,11400
2018-03-26,32536.439453,33115.410156,32515.169922,33066.410156,33066.410156,16400
2018-03-27,33172.980469,33371.039063,33077.128906,33174.390625,33174.390625,15100
2018-03-28,33098.089844,33104.109375,32917.660156,32968.679688,32968.679688,12300
2018-04-02,33030.871094,33289.339844,32997.878906,33255.359375,33255.359375,7600
2018-04-03,33197.421875,33402.941406,33153.828125,33370.628906,33370.628906,11100
2018-04-04,33437.519531,33505.531250,32972.558594,33019.070313,33019.070313,9700
2018-04-05,33289.960938,33637.460938,33267.859375,33596.800781,33596.800781,11000
2018-04-06,33608.589844,33697.511719,33501.371094,33626.968750,33626.968750,10800
2018-04-09,33653.609375,33846.500000,33578.910156,33788.539063,33788.539063,37400
2018-04-10,33880.109375,33949.980469,33813.300781,33880.250000,33880.250000,13600
2018-04-11,33970.351563,33981.539063,33750.738281,33940.441406,33940.441406,9300
2018-04-12,33987.550781,34177.441406,33924.878906,34101.128906,34101.128906,6600
2018-04-13,34167.531250,34313.140625,34103.531250,34192.648438,34192.648438,8300
2018-04-16,33944.730469,34341.460938,33899.339844,34305.429688,34305.429688,7100
2018-04-17,34381.800781,34434.140625,34229.828125,34395.058594,34395.058594,10400
2018-04-18,34443.421875,34591.808594,34270.039063,34331.679688,34331.679688,8200
2018-04-19,34403.671875,34478.820313,34358.910156,34427.289063,34427.289063,7600
2018-04-20,34434.140625,34487.328125,34311.289063,34415.578125,34415.578125,10200
2018-04-23,34493.691406,34663.949219,34259.269531,34450.769531,34450.769531,9500
2018-04-24,34491.378906,34706.710938,34465.488281,34616.640625,34616.640625,8400
2018-04-25,34593.171875,34631.269531,34400.558594,34501.269531,34501.269531,7800
2018-04-26,34532.949219,34747.968750,34505.621094,34713.601563,34713.601563,10000
2018-04-27,34747.039063,35065.371094,34744.730469,34969.699219,34969.699219,16200
2018-04-30,35021.199219,35213.300781,35004.000000,35160.359375,35160.359375,6900
2018-05-02,35328.910156,35357.148438,35072.421875,35176.421875,35176.421875,8700
2018-05-03,35257.308594,35257.308594,35020.078125,35103.140625,35103.140625,7700
2018-05-04,35144.960938,35206.550781,34847.609375,34915.378906,34915.378906,7800
2018-05-07,34983.589844,35259.808594,34977.738281,35208.140625,35208.140625,12600
2018-05-08,35349.851563,35388.871094,35136.011719,35216.320313,35216.320313,14200
2018-05-09,35198.078125,35404.828125,35134.199219,35319.351563,35319.351563,9400
2018-05-10,35353.960938,35500.761719,35203.851563,35246.269531,35246.269531,8400
2018-05-11,35287.988281,35596.148438,35262.058594,35535.789063,35535.789063,8900
2018-05-14,35555.828125,35642.718750,35456.558594,35556.710938,35556.710938,9000
2018-05-15,35537.851563,35993.531250,35497.921875,35543.941406,35543.941406,12000
